order_id,customer_id,order_date,status,region_code
ORD00043,,17-12-2025 12:36:26,PLACED,NORTH
ORD00044,,18-08-2025 01:29:42,PLACED,EAST
ORD00045,,22-07-2025 19:46:23,PLACED,NORTH
ORD00046,,23-09-2025 11:46:00,SHIPPED,WEST
ORD00047,,05-05-2025 23:28:37,PLACED,CENTRAL
ORD00048,,14-03-2025 07:35:49,DELIVERED,CENTRAL
ORD00049,,22-04-2026 15:10:00,CANCELLED,NORTH
ORD00050,,02-12-2025 00:26:58,SHIPPED,CENTRAL
ORD00051,,04-12-2025 06:04:54,SHIPPED,NORTH
ORD00052,,20-03-2025 15:34:56,DELIVERED,SOUTH
ORD00053,,28-05-2025 13:33:47,CANCELLED,CENTRAL
ORD00054,,15-07-2026 19:45:56,RETURNED,EAST
ORD00055,,29-05-2026 02:26:14,DELIVERED,EAST
ORD00056,,04-07-2025 12:13:15,PLACED,NORTH
ORD00057,,02-11-2025 04:13:41,RETURNED,CENTRAL
ORD00058,,17-01-2026 07:56:21,SHIPPED,NORTH
ORD00059,,08-10-2025 06:20:19,PLACED,WEST
ORD00060,,10-03-2025 01:30:39,DELIVERED,CENTRAL
ORD00061,,09-01-2026 01:58:13,SHIPPED,NORTH
ORD00062,,20-01-2025 23:44:53,SHIPPED,SOUTH
ORD00063,,11-05-2026 16:44:10,DELIVERED,NORTH
ORD00064,,03-01-2026 19:59:48,PLACED,EAST
ORD00065,,05-11-2025 17:19:42,CANCELLED,WEST
ORD00066,,29-05-2026 10:40:47,DELIVERED,NORTH
ORD00067,,14-05-2026 13:15:23,RETURNED,WEST
ORD00068,,24-05-2025 14:26:08,DELIVERED,WEST
ORD00069,,14-10-2025 22:08:46,SHIPPED,WEST
ORD00070,,04-02-2025 15:43:11,DELIVERED,WEST
ORD00071,,28-12-2025 05:18:31,DELIVERED,SOUTH
ORD00072,,28-07-2025 14:21:30,RETURNED,NORTH
ORD00073,,28-04-2025 09:16:47,PLACED,NORTH
ORD00074,,03-06-2026 23:03:15,DELIVERED,CENTRAL
ORD00075,,18-11-2025 13:16:13,RETURNED,SOUTH
ORD00076,CUST0567,2025-02-17 08:49:09,CANCELLED,CENTRAL
ORD00077,CUST0429,2026-02-20 22:42:43,CANCELLED,CENTRAL
ORD00078,CUST0242,2026-01-05 22:10:20,DELIVERED,NORTH
ORD00079,CUST0405,2026-07-09 19:37:24,PLACED,CENTRAL
ORD00080,CUST0585,2026-02-06 10:10:28,RETURNED,CENTRAL
ORD00081,CUST0151,2025-04-04 10:12:59,CANCELLED,SOUTH
ORD00082,CUST0172,2025-06-14 13:55:07,SHIPPED,SOUTH
ORD00083,CUST0044,2025-11-25 20:16:48,PLACED,WEST
ORD00084,CUST0207,2026-05-03 04:20:38,SHIPPED,CENTRAL
ORD00085,CUST0265,2025-09-06 08:33:44,PLACED,NORTH
ORD00086,CUST0398,2026-03-09 03:22:49,CANCELLED,CENTRAL
ORD00087,CUST0334,2025-08-03 12:45:23,RETURNED,WEST
ORD00088,CUST0013,2026-06-29 00:37:41,RETURNED,CENTRAL
ORD00089,CUST0536,2025-11-22 21:47:45,PLACED,WEST
ORD00090,CUST0154,2025-04-26 02:38:36,RETURNED,CENTRAL
ORD00091,CUST0597,2025-03-19 19:56:16,PLACED,CENTRAL
ORD00092,CUST0104,2025-08-11 05:09:26,RETURNED,EAST
ORD00093,CUST0421,2025-07-25 03:51:49,CANCELLED,WEST
ORD00094,CUST0586,2026-04-18 23:52:38,CANCELLED,NORTH
ORD00095,CUST0177,2025-08-02 22:05:30,CANCELLED,SOUTH
ORD00096,CUST0412,2025-01-31 02:57:31,CANCELLED,EAST
ORD00097,CUST0244,2025-02-08 06:51:01,CANCELLED,EAST
ORD00098,CUST0382,2025-01-16 17:10:06,DELIVERED,EAST
ORD00099,CUST0319,2025-08-06 18:02:25,CANCELLED,NORTH
ORD00100,CUST0234,2025-04-15 09:07:39,DELIVERED,WEST
ORD00101,CUST0329,2025-07-29 06:21:08,CANCELLED,CENTRAL
ORD00102,CUST0092,2025-05-26 23:22:30,CANCELLED,SOUTH
ORD00103,CUST0417,2026-07-30 12:12:43,CANCELLED,CENTRAL
ORD00104,CUST0383,2025-02-13 15:45:08,RETURNED,SOUTH
ORD00105,CUST0068,2025-08-30 15:45:17,RETURNED,WEST
ORD00106,CUST0139,2026-02-12 05:24:12,RETURNED,NORTH
ORD00107,CUST0178,2025-05-30 17:22:15,SHIPPED,NORTH
ORD00108,CUST0256,2025-01-26 16:29:20,CANCELLED,NORTH
ORD00109,CUST0370,2026-07-02 07:19:43,SHIPPED,EAST
ORD00110,CUST0378,2025-12-27 13:39:33,RETURNED,WEST
ORD00111,CUST0127,2026-06-14 02:00:37,PLACED,SOUTH
ORD00112,CUST0382,2026-01-15 15:38:42,RETURNED,WEST
ORD00113,CUST0182,2026-01-04 14:51:18,RETURNED,CENTRAL
ORD00114,CUST0359,2025-09-25 09:15:59,SHIPPED,EAST
ORD00115,CUST0093,2025-08-10 10:04:42,PLACED,WEST
ORD00116,CUST0051,2025-05-07 12:48:50,RETURNED,SOUTH
ORD00117,CUST0227,2026-05-18 20:02:09,SHIPPED,SOUTH
ORD00118,CUST0276,2026-05-22 02:28:05,CANCELLED,CENTRAL
ORD00119,CUST0021,2026-06-14 21:07:29,PLACED,WEST
ORD00120,CUST0136,2026-05-18 19:52:49,SHIPPED,CENTRAL
ORD00121,CUST0009,2025-06-23 19:22:32,DELIVERED,CENTRAL
ORD00122,CUST0313,2026-07-08 14:26:44,DELIVERED,WEST
ORD00123,CUST0386,2025-09-28 20:24:38,CANCELLED,EAST
ORD00124,CUST0224,2025-12-29 11:52:53,DELIVERED,CENTRAL
ORD00125,CUST0407,2026-03-30 23:37:49,PLACED,NORTH
ORD00126,CUST0524,2026-05-30 11:12:01,DELIVERED,CENTRAL
ORD00127,CUST0290,2025-08-20 19:59:40,PLACED,WEST
ORD00128,CUST0066,2025-09-19 04:46:53,DELIVERED,EAST
ORD00129,CUST0284,2025-07-22 20:07:52,DELIVERED,SOUTH
ORD00130,CUST0154,2026-02-06 19:03:04,SHIPPED,NORTH
ORD00131,CUST0414,2026-05-29 01:10:39,DELIVERED,SOUTH
ORD00132,CUST0027,2026-05-25 01:33:07,CANCELLED,EAST
ORD00133,CUST0266,2025-11-22 02:37:47,CANCELLED,WEST
ORD00134,CUST0037,2026-03-29 20:20:58,RETURNED,SOUTH
ORD00135,CUST0352,2026-07-19 07:52:16,SHIPPED,CENTRAL
ORD00136,CUST0488,2026-06-06 20:32:10,DELIVERED,CENTRAL
ORD00137,CUST0308,2025-05-13 00:46:51,RETURNED,SOUTH
ORD00138,CUST0301,2025-03-17 19:27:10,CANCELLED,SOUTH
ORD00139,CUST0265,2026-07-18 06:27:31,RETURNED,SOUTH
ORD00140,CUST0344,2026-05-24 07:32:45,PLACED,SOUTH
ORD00141,CUST0364,2025-06-23 11:08:03,DELIVERED,WEST
ORD00142,CUST0340,2025-10-16 16:39:45,DELIVERED,CENTRAL
ORD00143,CUST0302,2025-12-27 05:07:28,PLACED,WEST
ORD00144,CUST0055,2026-05-08 18:00:44,RETURNED,CENTRAL
ORD00145,CUST0073,2026-01-02 18:48:46,SHIPPED,CENTRAL
ORD00146,CUST0123,2026-06-13 17:07:33,CANCELLED,CENTRAL
ORD00147,CUST0306,2025-11-17 20:52:38,PLACED,SOUTH
ORD00148,CUST0141,2025-06-05 13:47:56,DELIVERED,WEST
ORD00149,CUST0584,2025-12-22 09:44:59,SHIPPED,EAST
ORD00150,CUST0185,2025-03-04 18:26:05,CANCELLED,EAST
ORD00151,CUST0182,2025-09-01 10:27:42,PLACED,NORTH
ORD00152,CUST0463,2025-08-01 10:55:44,SHIPPED,SOUTH
ORD00153,CUST0591,2025-05-04 01:26:40,CANCELLED,NORTH
ORD00154,CUST0133,2026-04-23 06:43:57,CANCELLED,WEST
ORD00155,CUST0414,2025-11-30 05:36:50,CANCELLED,WEST
ORD00156,CUST0005,2025-01-30 07:15:03,RETURNED,SOUTH
ORD00157,CUST0383,2025-01-11 22:24:59,DELIVERED,CENTRAL
ORD00158,CUST0196,2025-01-14 21:58:50,PLACED,SOUTH
ORD00159,CUST0232,2026-06-23 16:14:17,DELIVERED,EAST
ORD00160,CUST0133,2025-03-21 18:37:12,CANCELLED,CENTRAL
ORD00161,CUST0314,2025-05-10 17:28:55,PLACED,NORTH
ORD00162,CUST0306,2025-08-14 21:25:22,CANCELLED,CENTRAL
ORD00163,CUST0537,2025-09-20 09:42:13,CANCELLED,SOUTH
ORD00164,CUST0351,2026-01-16 17:35:34,DELIVERED,SOUTH
ORD00165,CUST0169,2025-11-10 07:45:55,PLACED,SOUTH
ORD00166,CUST0230,2026-07-19 19:24:33,SHIPPED,SOUTH
ORD00167,CUST0023,2026-04-04 00:40:16,RETURNED,SOUTH
ORD00168,CUST0127,2025-10-12 17:45:35,PLACED,WEST
ORD00169,CUST0262,2026-02-20 08:09:13,RETURNED,NORTH
ORD00170,CUST0050,2026-05-30 04:00:49,PLACED,NORTH
ORD00171,CUST0050,2026-06-20 17:52:02,PLACED,WEST
ORD00172,CUST0455,2025-10-23 08:26:38,PLACED,CENTRAL
ORD00173,CUST0259,2026-01-04 11:23:19,SHIPPED,SOUTH
ORD00174,CUST0010,2025-08-22 21:13:03,CANCELLED,NORTH
ORD00175,CUST0533,2025-07-29 16:44:19,RETURNED,CENTRAL
ORD00176,CUST0141,2025-11-22 07:28:40,PLACED,CENTRAL
ORD00177,CUST0121,2025-08-08 14:02:10,PLACED,NORTH
ORD00178,CUST0510,2025-06-04 07:02:31,RETURNED,SOUTH
ORD00179,CUST0270,2026-02-11 08:09:00,SHIPPED,EAST
ORD00180,CUST0420,2025-08-18 09:44:43,SHIPPED,NORTH
ORD00181,CUST0562,2026-01-21 12:43:20,SHIPPED,WEST
ORD00182,CUST0339,2025-07-02 03:29:42,PLACED,NORTH
ORD00183,CUST0092,2025-03-27 18:34:53,RETURNED,WEST
ORD00184,CUST0153,2025-03-11 23:15:45,RETURNED,NORTH
ORD00185,CUST0104,2025-07-18 18:10:28,SHIPPED,WEST
ORD00186,CUST0304,2025-07-25 03:38:50,CANCELLED,NORTH
ORD00187,CUST0103,2025-05-16 16:40:39,PLACED,EAST
ORD00188,CUST0369,2026-06-10 15:50:33,DELIVERED,WEST
ORD00189,CUST0119,2025-03-15 18:53:59,PLACED,NORTH
ORD00190,CUST0142,2026-05-31 05:50:02,SHIPPED,EAST
ORD00191,CUST0367,2025-12-06 23:35:23,RETURNED,EAST
ORD00192,CUST0096,2025-10-17 10:10:49,DELIVERED,SOUTH
ORD00193,CUST0117,2025-11-08 07:02:03,CANCELLED,WEST
ORD00194,CUST0279,2025-10-27 14:15:28,CANCELLED,WEST
ORD00195,CUST0171,2025-03-29 19:31:37,SHIPPED,NORTH
ORD00196,CUST0164,2025-03-22 13:21:08,CANCELLED,CENTRAL
ORD00197,CUST0495,2026-03-18 21:52:27,CANCELLED,SOUTH
ORD00198,CUST0389,2025-10-06 12:46:05,RETURNED,NORTH
ORD00199,CUST0134,2026-01-11 05:15:26,CANCELLED,NORTH
ORD00200,CUST0422,2025-12-09 07:01:03,PLACED,NORTH
ORD00201,CUST0268,2026-05-24 17:35:32,DELIVERED,NORTH
ORD00202,CUST0538,2026-03-24 21:30:59,RETURNED,SOUTH
ORD00203,CUST0347,2026-02-08 04:43:09,RETURNED,CENTRAL
ORD00204,CUST0098,2025-12-03 04:52:11,SHIPPED,WEST
ORD00205,CUST0355,2026-05-31 12:27:47,CANCELLED,SOUTH
ORD00206,CUST0572,2026-04-22 01:32:43,PLACED,NORTH
ORD00207,CUST0161,2026-01-28 16:27:45,CANCELLED,WEST
ORD00208,CUST0170,2025-02-28 03:35:21,CANCELLED,EAST
ORD00209,CUST0247,2025-09-15 00:19:36,DELIVERED,NORTH
ORD00210,CUST0520,2025-06-22 23:33:01,RETURNED,WEST
ORD00211,CUST0413,2025-07-02 12:43:03,PLACED,WEST
ORD00212,CUST0455,2026-03-22 02:08:43,CANCELLED,NORTH
ORD00213,CUST0511,2025-12-14 05:57:13,DELIVERED,NORTH
ORD00214,CUST0510,2026-05-23 11:45:20,PLACED,NORTH
ORD00215,CUST0414,2025-11-17 06:32:51,PLACED,CENTRAL
ORD00216,CUST0563,2025-01-01 03:09:49,PLACED,CENTRAL
ORD00217,CUST0312,2026-01-30 20:06:08,RETURNED,SOUTH
ORD00218,CUST0468,2025-09-22 17:58:58,DELIVERED,NORTH
ORD00219,CUST0229,2025-12-19 23:44:53,DELIVERED,CENTRAL
ORD00220,CUST0485,2026-07-11 15:28:28,DELIVERED,WEST
ORD00221,CUST0117,2025-03-17 16:21:27,SHIPPED,NORTH
ORD00222,CUST0350,2025-10-03 20:16:13,DELIVERED,CENTRAL
ORD00223,CUST0535,2025-10-18 09:49:17,PLACED,NORTH
ORD00224,CUST0169,2026-01-18 11:24:50,SHIPPED,WEST
ORD00225,CUST0110,2025-07-17 12:17:46,RETURNED,SOUTH
ORD00226,CUST0193,2025-04-04 18:51:53,CANCELLED,SOUTH
ORD00227,CUST0469,2025-05-29 00:38:44,DELIVERED,NORTH
ORD00228,CUST0425,2025-02-06 02:49:46,RETURNED,NORTH
ORD00229,CUST0462,2025-12-22 06:19:40,RETURNED,CENTRAL
ORD00230,CUST0138,2026-01-23 10:50:23,PLACED,CENTRAL
ORD00231,CUST0050,2026-03-06 16:53:10,CANCELLED,CENTRAL
ORD00232,CUST0495,2026-01-30 20:00:43,SHIPPED,CENTRAL
ORD00233,CUST0178,2026-07-22 09:24:26,SHIPPED,NORTH
ORD00234,CUST0397,2026-05-26 17:05:41,RETURNED,CENTRAL
ORD00235,CUST0330,2026-01-27 13:17:37,CANCELLED,WEST
ORD00236,CUST0255,2025-08-01 12:11:48,CANCELLED,EAST
ORD00237,CUST0302,2025-12-18 17:39:20,SHIPPED,SOUTH
ORD00238,CUST0423,2026-04-13 23:52:11,RETURNED,EAST
ORD00239,CUST0561,2025-09-01 19:43:16,RETURNED,SOUTH
ORD00240,CUST0206,2025-06-12 21:19:40,RETURNED,EAST
ORD00241,CUST0354,2026-06-07 05:57:16,SHIPPED,SOUTH
ORD00242,CUST0516,2026-02-26 08:46:26,DELIVERED,NORTH
ORD00243,CUST0361,2026-03-13 17:39:46,CANCELLED,CENTRAL
ORD00244,CUST0585,2026-06-03 04:42:44,CANCELLED,CENTRAL
ORD00245,CUST0293,2025-11-25 01:51:09,PLACED,CENTRAL
ORD00246,CUST0110,2025-01-20 15:06:24,CANCELLED,SOUTH
ORD00247,CUST0055,2026-06-05 14:26:36,PLACED,SOUTH
ORD00248,CUST0274,2025-05-06 00:03:11,DELIVERED,EAST
ORD00249,CUST0150,2025-02-18 04:22:32,DELIVERED,SOUTH
ORD00250,CUST0555,2025-01-26 02:14:04,DELIVERED,WEST
ORD00251,CUST0105,2026-04-24 13:06:03,RETURNED,SOUTH
ORD00252,CUST0575,2025-10-30 01:22:22,SHIPPED,CENTRAL
ORD00253,CUST0295,2026-06-23 05:15:52,PLACED,WEST
ORD00254,CUST0397,2025-11-20 13:21:26,DELIVERED,CENTRAL
ORD00255,CUST0056,2025-01-11 01:41:22,DELIVERED,SOUTH
ORD00256,CUST0454,2025-06-25 04:31:43,DELIVERED,CENTRAL
ORD00257,CUST0560,2026-07-28 13:42:22,RETURNED,SOUTH
ORD00258,CUST0199,2025-08-17 11:52:12,CANCELLED,SOUTH
ORD00259,CUST0077,2025-05-26 05:29:45,SHIPPED,CENTRAL
ORD00260,CUST0123,2025-10-20 23:29:04,PLACED,WEST
ORD00261,CUST0286,2026-03-09 07:45:01,DELIVERED,SOUTH
ORD00262,CUST0165,2026-03-30 14:17:20,DELIVERED,NORTH
ORD00263,CUST0339,2025-12-29 05:02:46,SHIPPED,NORTH
ORD00264,CUST0158,2025-09-08 14:15:34,RETURNED,NORTH
ORD00265,CUST0309,2026-01-17 00:31:56,RETURNED,CENTRAL
ORD00266,CUST0367,2025-02-26 14:35:47,DELIVERED,CENTRAL
ORD00267,CUST0226,2025-05-23 19:34:06,RETURNED,NORTH
ORD00268,CUST0518,2025-05-04 18:52:52,CANCELLED,CENTRAL
ORD00269,CUST0550,2025-11-10 08:14:21,PLACED,EAST
ORD00270,CUST0227,2025-06-15 17:12:11,DELIVERED,EAST
ORD00271,CUST0370,2025-08-17 00:37:21,SHIPPED,CENTRAL
ORD00272,CUST0544,2026-01-04 19:58:46,RETURNED,NORTH
ORD00273,CUST0118,2026-06-04 13:55:00,DELIVERED,WEST
ORD00274,CUST0247,2026-05-14 20:40:31,RETURNED,CENTRAL
ORD00275,CUST0250,2025-01-31 23:21:56,DELIVERED,WEST
ORD00276,CUST0117,2025-10-27 17:14:55,DELIVERED,CENTRAL
ORD00277,CUST0290,2025-01-20 04:32:53,RETURNED,EAST
ORD00278,CUST0527,2026-01-31 03:31:07,CANCELLED,WEST
ORD00279,CUST0045,2025-08-19 05:55:46,SHIPPED,EAST
ORD00280,CUST0527,2025-03-05 23:01:49,PLACED,SOUTH
ORD00281,CUST0551,2026-02-19 03:40:37,PLACED,NORTH
ORD00282,CUST0216,2026-06-05 15:57:08,SHIPPED,WEST
ORD00283,CUST0107,2025-06-09 16:16:51,RETURNED,WEST
ORD00284,CUST0074,2026-06-17 20:46:42,SHIPPED,NORTH
ORD00285,CUST0471,2026-07-11 19:23:36,DELIVERED,NORTH
ORD00286,CUST0090,2025-02-26 21:26:32,PLACED,SOUTH
ORD00287,CUST0258,2026-03-10 11:26:37,PLACED,CENTRAL
ORD00288,CUST0234,2025-07-20 21:32:50,CANCELLED,WEST
ORD00289,CUST0462,2026-05-05 12:06:04,CANCELLED,WEST
ORD00290,CUST0324,2025-01-14 02:52:13,CANCELLED,NORTH
ORD00291,CUST0548,2025-01-05 13:57:50,RETURNED,NORTH
ORD00292,CUST0600,2025-02-05 08:29:44,PLACED,EAST
ORD00293,CUST0515,2025-03-24 10:30:35,DELIVERED,EAST
ORD00294,CUST0089,2025-08-07 15:51:55,CANCELLED,WEST
ORD00295,CUST0405,2026-05-29 04:46:21,PLACED,WEST
ORD00296,CUST0161,2026-02-19 08:33:35,SHIPPED,SOUTH
ORD00297,CUST0401,2026-02-28 21:02:29,DELIVERED,SOUTH
ORD00298,CUST0306,2026-06-11 01:34:58,DELIVERED,NORTH
ORD00299,CUST0567,2026-03-08 03:15:00,SHIPPED,NORTH
ORD00300,CUST0043,2025-01-04 21:45:46,RETURNED,CENTRAL
ORD00301,CUST0404,2026-02-22 05:14:23,RETURNED,NORTH
ORD00302,CUST0313,2025-06-13 03:40:10,DELIVERED,SOUTH
ORD00303,CUST0423,2026-05-17 17:02:09,RETURNED,SOUTH
ORD00304,CUST0165,2025-05-23 21:52:22,SHIPPED,CENTRAL
ORD00305,CUST0259,2025-05-31 22:30:11,PLACED,SOUTH
ORD00306,CUST0581,2025-02-12 05:52:17,RETURNED,WEST
ORD00307,CUST0563,2025-02-26 19:30:49,DELIVERED,NORTH
ORD00308,CUST0257,2025-03-18 06:37:31,SHIPPED,CENTRAL
ORD00309,CUST0499,2025-09-14 23:30:30,DELIVERED,SOUTH
ORD00310,CUST0241,2025-03-19 16:58:30,DELIVERED,CENTRAL
ORD00311,CUST0072,2025-05-31 07:04:29,DELIVERED,WEST
ORD00312,CUST0462,2025-09-13 00:48:52,RETURNED,EAST
ORD00313,CUST0599,2025-04-29 08:50:52,RETURNED,CENTRAL
ORD00314,CUST0374,2025-09-03 16:52:38,CANCELLED,SOUTH
ORD00315,CUST0005,2025-09-01 06:44:48,SHIPPED,SOUTH
ORD00316,CUST0447,2025-08-03 21:41:09,DELIVERED,SOUTH
ORD00317,CUST0340,2026-01-08 18:59:25,CANCELLED,WEST
ORD00318,CUST0368,2025-08-26 06:24:25,CANCELLED,CENTRAL
ORD00319,CUST0112,2025-05-17 12:35:35,RETURNED,NORTH
ORD00320,CUST0288,2025-04-19 17:49:12,RETURNED,SOUTH
ORD00321,CUST0270,2026-07-24 18:15:45,PLACED,NORTH
ORD00322,CUST0020,2026-01-29 22:29:20,PLACED,CENTRAL
ORD00323,CUST0593,2025-11-11 16:15:13,RETURNED,SOUTH
ORD00324,CUST0038,2026-03-05 10:27:26,DELIVERED,CENTRAL
ORD00325,CUST0553,2026-01-02 16:39:19,SHIPPED,EAST
ORD00326,CUST0402,2025-06-23 10:44:15,RETURNED,EAST
ORD00327,CUST0138,2025-12-27 22:39:25,RETURNED,CENTRAL
ORD00328,CUST0093,2025-11-05 04:36:41,DELIVERED,CENTRAL
ORD00329,CUST0011,2026-05-30 17:13:20,SHIPPED,CENTRAL
ORD00330,CUST0170,2026-02-04 08:12:08,SHIPPED,WEST
ORD00331,CUST0164,2025-05-20 03:30:29,RETURNED,CENTRAL
ORD00332,CUST0150,2026-07-26 14:32:22,CANCELLED,EAST
ORD00333,CUST0042,2025-06-19 23:05:02,CANCELLED,SOUTH
ORD00334,CUST0065,2025-07-25 07:58:25,DELIVERED,SOUTH
ORD00335,CUST0044,2026-06-04 07:20:20,SHIPPED,CENTRAL
ORD00336,CUST0370,2025-10-29 10:34:47,CANCELLED,WEST
ORD00337,CUST0048,2025-01-31 23:52:38,DELIVERED,NORTH
ORD00338,CUST0534,2026-05-08 02:32:40,DELIVERED,EAST
ORD00339,CUST0593,2026-02-27 19:25:14,RETURNED,SOUTH
ORD00340,CUST0386,2026-05-23 17:23:27,CANCELLED,EAST
ORD00341,CUST0080,2026-02-06 07:17:40,DELIVERED,WEST
ORD00342,CUST0229,2026-02-06 01:52:03,CANCELLED,EAST
ORD00343,CUST0354,2026-01-14 03:45:26,CANCELLED,CENTRAL
ORD00344,CUST0007,2026-01-25 18:55:09,SHIPPED,WEST
ORD00345,CUST0170,2025-06-28 15:20:19,PLACED,CENTRAL
ORD00346,CUST0288,2025-06-14 06:57:52,SHIPPED,SOUTH
ORD00347,CUST0162,2025-10-09 08:19:30,RETURNED,NORTH
ORD00348,CUST0236,2025-11-19 00:57:33,DELIVERED,NORTH
ORD00349,CUST0494,2026-06-09 11:11:19,CANCELLED,WEST
ORD00350,CUST0216,2026-04-04 21:08:26,SHIPPED,WEST
ORD00351,CUST0023,2025-07-09 06:20:37,PLACED,SOUTH
ORD00352,CUST0588,2026-04-06 02:09:38,SHIPPED,SOUTH
ORD00353,CUST0525,2025-01-31 10:34:14,RETURNED,SOUTH
ORD00354,CUST0058,2025-05-10 04:49:40,DELIVERED,SOUTH
ORD00355,CUST0530,2025-11-11 22:15:12,RETURNED,CENTRAL
ORD00356,CUST0020,2026-07-13 21:20:01,DELIVERED,NORTH
ORD00357,CUST0222,2025-12-15 21:45:27,RETURNED,WEST
ORD00358,CUST0494,2025-05-13 11:35:43,SHIPPED,WEST
ORD00359,CUST0147,2026-03-29 13:18:40,SHIPPED,CENTRAL
ORD00360,CUST0524,2025-07-25 11:01:23,SHIPPED,EAST
ORD00361,CUST0465,2026-04-09 08:11:16,RETURNED,NORTH
ORD00362,CUST0236,2025-10-21 18:22:14,CANCELLED,SOUTH
ORD00363,CUST0112,2025-01-13 20:44:59,SHIPPED,CENTRAL
ORD00364,CUST0517,2026-06-16 13:32:27,CANCELLED,SOUTH
ORD00365,CUST0099,2025-05-18 19:23:21,CANCELLED,CENTRAL
ORD00366,CUST0040,2026-02-17 18:34:20,RETURNED,NORTH
ORD00367,CUST0096,2026-01-10 13:37:21,SHIPPED,CENTRAL
ORD00368,CUST0553,2025-01-01 22:22:24,CANCELLED,CENTRAL
ORD00369,CUST0431,2025-10-15 16:20:09,PLACED,CENTRAL
ORD00370,CUST0440,2025-06-28 05:56:01,CANCELLED,WEST
ORD00371,CUST0359,2026-04-03 12:39:07,RETURNED,NORTH
ORD00372,CUST0436,2025-04-14 23:45:43,DELIVERED,WEST
ORD00373,CUST0239,2025-03-07 02:28:22,DELIVERED,CENTRAL
ORD00374,CUST0557,2025-11-14 09:43:36,DELIVERED,SOUTH
ORD00375,CUST0006,2026-07-05 19:29:32,PLACED,CENTRAL
ORD00376,CUST0536,2025-04-02 12:29:03,RETURNED,NORTH
ORD00377,CUST0385,2026-05-24 09:37:26,SHIPPED,EAST
ORD00378,CUST0419,2025-10-09 09:11:54,PLACED,SOUTH
ORD00379,CUST0437,2026-05-22 02:15:20,RETURNED,EAST
ORD00380,CUST0268,2026-02-21 09:43:10,CANCELLED,CENTRAL
ORD00381,CUST0375,2026-04-21 06:16:57,DELIVERED,WEST
ORD00382,CUST0209,2025-11-17 23:07:52,RETURNED,CENTRAL
ORD00383,CUST0495,2025-05-19 19:34:29,DELIVERED,CENTRAL
ORD00384,CUST0569,2026-01-11 17:56:34,DELIVERED,EAST
ORD00385,CUST0592,2025-09-25 11:16:00,CANCELLED,SOUTH
ORD00386,CUST0122,2025-06-28 11:14:51,CANCELLED,SOUTH
ORD00387,CUST0103,2025-06-16 13:47:22,RETURNED,WEST
ORD00388,CUST0347,2026-03-04 15:29:04,RETURNED,NORTH
ORD00389,CUST0165,2025-10-30 05:25:05,PLACED,NORTH
